Title,Location,Name,Relationship,Date,Source
"Wheatsheaf, Ballarat",Wendouree Pde (Ballarat Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cricketers Arms, Bendigo",Mundy St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Three Tvns, Bendigo",corner Grattan & Arnold (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Kennington, Bendigo",Sternberg St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Violet Street, Bendigo",corner Violet & Barnard Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Queen St, Bendigo",corner Queen & Arthur Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Suburban, Bendigo",corner White Hills Rd & McRae St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Noahs Ark, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Niagara, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lyceum, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Kensington, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"New Chum, Bendigo",Lily St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shenandoah & Shamrock, Bendigo",High St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rosalind Park, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"New Market, Bendigo",Charleston Rd (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Show Grouinds, Bendigo",Bridge St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Windermere, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Newport, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"South Atlas, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Niagara, Bendigo",corner Mundy & McCrae Sts (Bendigo Vic.,,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Southern Cross, Bendigo",Charing Cross St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Noahs Ark, Bendigo",Mundy St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Spittles, Bendigo",Bull St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Normanby, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Spring Gully, Bendigo",Spring Gully Rd (Bendigo Vic.,,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Oddfellows, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Star & Garter, Bendigo",Mitchell St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Oiive Branch, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Suburban, Bendigo",corner McCrae & White Hills Rd (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Supreme Court, Bendigo",Howard Place (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Olympic, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Telegraph, Bendigo",Mitchell St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"One Tree Hill, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Temple Court, Bendigo",Pall Mall (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Orient, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Terminus, Bendigo",Mitchell St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Oriental, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Three Tuns, Bendigo",corner Arnold & Smith Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Park, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Town Hal, Bendigo",corner Lyttleton & Bull Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Park View, Bendigo",corner View & Barnard Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Turf Tavern, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Perseverance, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Tysons Reef, Bendigo",corner Bridge & White Hills Rd (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Prince Bismark, Bendigo",Barnard St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Unicorn, Bendigo",corner Forest & Boudary Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Punchs, Bendigo",High St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Queens, Bendigo",Mitchell St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Union, Bendigo",High St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Queens Arms, Bendigo",Olinda Rd (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Union, Bendigo",Hargreaves St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Queen Street, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Union, Bendigo",corner Inglewood Rd & Specimen St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Bendigo",Mitchell St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Union Jack, Bendigo",McDougal St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway Bridge, Bendigo",McIvor Rd (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rainbow, Bendigo",Hargreaves St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"United States of Aust, Bendigo",Lylleton St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Red Lion, Bendigo",corner Barnard & Wattle Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"United States, Bendigo",Market Square (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Reservoir, Bendigo",Spring Gully Rd (Bendigo Vic.,,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Universal, Bendigo",Queen St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Reservoir, Bendigo",Sternberg St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Kennington, Bendigo",Sternberg St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Bendigo",Pall Mall (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rifle Brigade, Bendigo",Bendigo View Point (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victory, Bendigo",corner Wattle & Victoria Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rising Sun, Bendigo",corner Barnard & Arnold Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"View Bend, Bendigo",High St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Robert Burns, Bendigo",Mitchell St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"View Point, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rock of Cashel, Bendigo",Mundy St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Violet St, Bendigo",corner Old corner Violet & Barnard Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Bendigo",Forest St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Washington, Bendigo",High St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Duke, Bendigo",Hargreaves St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Waterloo, Bendigo",corner Bridge & Water Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal George, Bendigo",Mundy St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"West End, Bendigo",Barnard St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Bendigo",corner Williamson & Hargreaves Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Oak, Bendigo",McIvor St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Princess, Bendigo",corner Mundy & Hargreaves Sts (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Saleyards, Bendigo",Bendigo (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Sandhurst, Bendigo",Bull St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Saw Mills, Bendigo",Charleston St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Bendigo",Epsom St (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Bendigo",Pall Mall (Bendigo Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Greenwoods Fam, Geelong",Geelong (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Red Light, Geelong",Geelong (Vic.),,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bulgoback Hotel & Store, Bulgoback",Bulgoback (Vic.),"Hardy, Charles E",Licensee,1913-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"New Family, Drouin",Drouin (Vic.),"Spencer, Horrie R",Licensee,1930-1931,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Fyansford, Fyansford",Geelong Fyansford (Vic.),"Clarke, Spencer",Licensee,1812,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Nagambie",Nagambie (Vic.),"Clark, John",Licensee,1838,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Little River, Little River",Little River (Vic.),"Copack, John",Licensee,1839,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Little River",Melbourne Rd (Little River Vic.),Coppock,Licensee,1839,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Heywood, Heywood",corner Cameron & Edgar Sts (Heywood Vic.),Evans,Licensee,1839,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Terminus, Shepparton",Shepparton (Vic.),"McMahon, E M",Licensee,1839,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Little River",Melbourne Rd (Little River Vic.),Bourhill,Licensee,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Little River",Melbourne Rd (Little River Vic.),"Bournell, Jas",Licensee,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Little River",Melbourne Rd (Little River Vic.),"Bournell, John",Licensee,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Goulburn River",Goulburn River (Vic.),"Clarke, John",Licensee,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Fleece, Portland",corner Gawler & Percy Sts (Portland Vic.),"Cronin, John",Licensee,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Fleece, Portland",corner Gawler & Percy Sts (Portland Vic.),"Cronin, John",Other,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mia Mia, Mia Mia",Mia Mia (Vic.),Madden,Other,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Macks, Geelong",Geelong (Vic.),,Not identified,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Retreat Inn, Geelong",Geelong (Vic.),,Not identified,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Woolpack Inn, Geelong",Geelong (Vic.),,Not identified,1840,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Fleece, Portland",corner Gawler & Percy Sts (Portland Vic.),"Cronin, John",Licensee,1840-1843,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
